Sexo;Comunidad autónoma y provincia de residencia;País de nacionalidad;Unidades de medida;Total
Hombres;30 Murcia;Cabo Verde;Edad media;37,8
Hombres;30 Murcia;Camerún;Edad media;33,75
Hombres;30 Murcia;Costa de Marfil;Edad media;32,53
Hombres;30 Murcia;Egipto;Edad media;37,47
Hombres;30 Murcia;Etiopía;Edad media;28,53
Hombres;30 Murcia;Gambia;Edad media;32,57
Hombres;30 Murcia;Ghana;Edad media;34,55
Hombres;30 Murcia;Guinea;Edad media;33,37
Hombres;30 Murcia;Guinea-Bissau;Edad media;37,84
Hombres;30 Murcia;Guinea Ecuatorial;Edad media;26,79
Hombres;30 Murcia;Mali;Edad media;35,62
Hombres;30 Murcia;Marruecos;Edad media;32,42
Hombres;30 Murcia;Mauritania;Edad media;37,45
Hombres;30 Murcia;Nigeria;Edad media;34,55
Hombres;30 Murcia;Sudáfrica;Edad media;28,8
Hombres;30 Murcia;Senegal;Edad media;36,47
Hombres;30 Murcia;Túnez;Edad media;31,47
Hombres;30 Murcia;Otros países de África;Edad media;34,46
Hombres;30 Murcia;Canadá;Edad media;41,79
Hombres;30 Murcia;Estados Unidos de América;Edad media;41,31
Hombres;30 Murcia;México;Edad media;34,66
Hombres;30 Murcia;Costa Rica;Edad media;28,11
Hombres;30 Murcia;Cuba;Edad media;40,17
Hombres;30 Murcia;El Salvador;Edad media;29,05
Hombres;30 Murcia;Guatemala;Edad media;28,03
Hombres;30 Murcia;Honduras;Edad media;27,83
Hombres;30 Murcia;Nicaragua;Edad media;27,86
Hombres;30 Murcia;Panamá;Edad media;24,05
Hombres;30 Murcia;República Dominicana;Edad media;32,6
Hombres;30 Murcia;Argentina;Edad media;37,44
Hombres;30 Murcia;Bolivia;Edad media;33,3
Hombres;30 Murcia;Brasil;Edad media;30,87
Hombres;30 Murcia;Colombia;Edad media;33,28
Hombres;30 Murcia;Chile;Edad media;36,39
Hombres;30 Murcia;Ecuador;Edad media;36,77
Hombres;30 Murcia;Paraguay;Edad media;31,89
Hombres;30 Murcia;Perú;Edad media;36,07
Hombres;30 Murcia;Uruguay;Edad media;39,79
Hombres;30 Murcia;Venezuela;Edad media;31,37
Hombres;30 Murcia;Otros países de América;Edad media;40,57
Hombres;30 Murcia;Bangladesh;Edad media;30,79
Hombres;30 Murcia;China;Edad media;31,34
Hombres;30 Murcia;Filipinas;Edad media;30,64
Hombres;30 Murcia;India;Edad media;31,66
Hombres;30 Murcia;Indonesia;Edad media;32,19
Hombres;30 Murcia;Iraq;Edad media;31,88
Hombres;30 Murcia;Irán;Edad media;38,27
Hombres;30 Murcia;Israel;Edad media;28,64
Hombres;30 Murcia;Japón;Edad media;42,34
Hombres;30 Murcia;Jordania;Edad media;28,7
Hombres;30 Murcia;Líbano;Edad media;31,01
Hombres;30 Murcia;Nepal;Edad media;28,58
Hombres;30 Murcia;Pakistán;Edad media;32,69
Hombres;30 Murcia;Corea;Edad media;42,36
Hombres;30 Murcia;Siria;Edad media;23,97
Hombres;30 Murcia;Tailandia;Edad media;25,55
Hombres;30 Murcia;Turquía;Edad media;30,44
Hombres;30 Murcia;Vietnam;Edad media;26,8
Hombres;30 Murcia;Kazajstán;Edad media;30,95
Hombres;30 Murcia;Otros países de Asia;Edad media;32,92
Hombres;30 Murcia;Australia;Edad media;49,45
Hombres;30 Murcia;Apátridas;Edad media;34,87
Hombres;30 Murcia;Otros países de Oceanía;Edad media;51,25
Hombres;15 Navarra, Comunidad Foral de;Total;Edad media;42,39
Hombres;15 Navarra, Comunidad Foral de;Albania;Edad media;33,17
Hombres;15 Navarra, Comunidad Foral de;Austria;Edad media;51,06
Hombres;15 Navarra, Comunidad Foral de;Bélgica;Edad media;43,38
Hombres;15 Navarra, Comunidad Foral de;Bulgaria;Edad media;37,44
Hombres;15 Navarra, Comunidad Foral de;Dinamarca;Edad media;30,57
Hombres;15 Navarra, Comunidad Foral de;España;Edad media;43,49
Hombres;15 Navarra, Comunidad Foral de;Finlandia;Edad media;0
Hombres;15 Navarra, Comunidad Foral de;Francia;Edad media;45,73
Hombres;15 Navarra, Comunidad Foral de;Grecia;Edad media;39,46
Hombres;15 Navarra, Comunidad Foral de;Hungría;Edad media;37,28
Hombres;15 Navarra, Comunidad Foral de;Irlanda;Edad media;45,79
Hombres;15 Navarra, Comunidad Foral de;Italia;Edad media;39,43
Hombres;15 Navarra, Comunidad Foral de;Noruega;Edad media;40,38
Hombres;15 Navarra, Comunidad Foral de;Países Bajos;Edad media;46,71
Hombres;15 Navarra, Comunidad Foral de;Polonia;Edad media;36,77
Hombres;15 Navarra, Comunidad Foral de;Portugal;Edad media;40,53
Hombres;15 Navarra, Comunidad Foral de;Andorra;Edad media;30,76
Hombres;15 Navarra, Comunidad Foral de;Reino Unido;Edad media;43,58
Hombres;15 Navarra, Comunidad Foral de;Alemania;Edad media;44,61
Hombres;15 Navarra, Comunidad Foral de;Rumanía;Edad media;32,93
Hombres;15 Navarra, Comunidad Foral de;Suecia;Edad media;49,47
Hombres;15 Navarra, Comunidad Foral de;Suiza;Edad media;39,75
Hombres;15 Navarra, Comunidad Foral de;Ucrania;Edad media;35,32
Hombres;15 Navarra, Comunidad Foral de;Letonia;Edad media;35,57
Hombres;15 Navarra, Comunidad Foral de;Moldavia;Edad media;32,76
Hombres;15 Navarra, Comunidad Foral de;Belarús;Edad media;28,55
Hombres;15 Navarra, Comunidad Foral de;Georgia;Edad media;30,61
Hombres;15 Navarra, Comunidad Foral de;Estonia;Edad media;19,61
Hombres;15 Navarra, Comunidad Foral de;Lituania;Edad media;37,23
Hombres;15 Navarra, Comunidad Foral de;República Checa;Edad media;32,84
Hombres;15 Navarra, Comunidad Foral de;República Eslovaca;Edad media;36,12
Hombres;15 Navarra, Comunidad Foral de;Croacia;Edad media;33,06
Hombres;15 Navarra, Comunidad Foral de;Armenia;Edad media;45,31
Hombres;15 Navarra, Comunidad Foral de;Rusia;Edad media;33,44
Hombres;15 Navarra, Comunidad Foral de;Serbia;Edad media;34,01
Hombres;15 Navarra, Comunidad Foral de;Otros países de Europa;Edad media;30,88
Hombres;15 Navarra, Comunidad Foral de;Angola;Edad media;40,91
Hombres;15 Navarra, Comunidad Foral de;Argelia;Edad media;35,26
Hombres;15 Navarra, Comunidad Foral de;Cabo Verde;Edad media;46,69
Hombres;15 Navarra, Comunidad Foral de;Camerún;Edad media;35,46
Hombres;15 Navarra, Comunidad Foral de;Costa de Marfil;Edad media;37,64
Hombres;15 Navarra, Comunidad Foral de;Egipto;Edad media;39,84
Hombres;15 Navarra, Comunidad Foral de;Etiopía;Edad media;24,84
Hombres;15 Navarra, Comunidad Foral de;Gambia;Edad media;27,33
Hombres;15 Navarra, Comunidad Foral de;Ghana;Edad media;31,69
Hombres;15 Navarra, Comunidad Foral de;Guinea;Edad media;28,2
Hombres;15 Navarra, Comunidad Foral de;Guinea-Bissau;Edad media;32,42
Hombres;15 Navarra, Comunidad Foral de;Guinea Ecuatorial;Edad media;25,36
Hombres;15 Navarra, Comunidad Foral de;Mali;Edad media;33,52
Hombres;15 Navarra, Comunidad Foral de;Marruecos;Edad media;29,98
Hombres;15 Navarra, Comunidad Foral de;Mauritania;Edad media;36,23
Hombres;15 Navarra, Comunidad Foral de;Nigeria;Edad media;30,1
Hombres;15 Navarra, Comunidad Foral de;Sudáfrica;Edad media;43,55
Hombres;15 Navarra, Comunidad Foral de;Senegal;Edad media;36,04
Hombres;15 Navarra, Comunidad Foral de;Túnez;Edad media;42,06
Hombres;15 Navarra, Comunidad Foral de;Otros países de África;Edad media;32,95
Hombres;15 Navarra, Comunidad Foral de;Canadá;Edad media;47,71
Hombres;15 Navarra, Comunidad Foral de;Estados Unidos de América;Edad media;36,33
Hombres;15 Navarra, Comunidad Foral de;México;Edad media;34,06
Hombres;15 Navarra, Comunidad Foral de;Costa Rica;Edad media;29,83
Hombres;15 Navarra, Comunidad Foral de;Cuba;Edad media;38,43
Hombres;15 Navarra, Comunidad Foral de;El Salvador;Edad media;27,86
Hombres;15 Navarra, Comunidad Foral de;Guatemala;Edad media;26,6
Hombres;15 Navarra, Comunidad Foral de;Honduras;Edad media;26,47
Hombres;15 Navarra, Comunidad Foral de;Nicaragua;Edad media;27,37
Hombres;15 Navarra, Comunidad Foral de;Panamá;Edad media;21,77
Hombres;15 Navarra, Comunidad Foral de;República Dominicana;Edad media;32,27
Hombres;15 Navarra, Comunidad Foral de;Argentina;Edad media;36,94
Hombres;15 Navarra, Comunidad Foral de;Bolivia;Edad media;34,22
Hombres;15 Navarra, Comunidad Foral de;Brasil;Edad media;29,15
Hombres;15 Navarra, Comunidad Foral de;Colombia;Edad media;32,42
Hombres;15 Navarra, Comunidad Foral de;Chile;Edad media;36,47
Hombres;15 Navarra, Comunidad Foral de;Ecuador;Edad media;36,09
Hombres;15 Navarra, Comunidad Foral de;Paraguay;Edad media;27,16
Hombres;15 Navarra, Comunidad Foral de;Perú;Edad media;33,48
Hombres;15 Navarra, Comunidad Foral de;Uruguay;Edad media;33,02
Hombres;15 Navarra, Comunidad Foral de;Venezuela;Edad media;32,69
Hombres;15 Navarra, Comunidad Foral de;Otros países de América;Edad media;43,61
Hombres;15 Navarra, Comunidad Foral de;Bangladesh;Edad media;35,45
Hombres;15 Navarra, Comunidad Foral de;China;Edad media;31,01
Hombres;15 Navarra, Comunidad Foral de;Filipinas;Edad media;33,31
Hombres;15 Navarra, Comunidad Foral de;India;Edad media;30,44
Hombres;15 Navarra, Comunidad Foral de;Indonesia;Edad media;33,01
Hombres;15 Navarra, Comunidad Foral de;Iraq;Edad media;30,81
Hombres;15 Navarra, Comunidad Foral de;Irán;Edad media;33,25
Hombres;15 Navarra, Comunidad Foral de;Israel;Edad media;35
Hombres;15 Navarra, Comunidad Foral de;Japón;Edad media;41,83
Hombres;15 Navarra, Comunidad Foral de;Jordania;Edad media;29,62
Hombres;15 Navarra, Comunidad Foral de;Líbano;Edad media;21,75
Hombres;15 Navarra, Comunidad Foral de;Nepal;Edad media;27,62
Hombres;15 Navarra, Comunidad Foral de;Pakistán;Edad media;30,96
Hombres;15 Navarra, Comunidad Foral de;Corea;Edad media;28,22
Hombres;15 Navarra, Comunidad Foral de;Siria;Edad media;24,14
Hombres;15 Navarra, Comunidad Foral de;Tailandia;Edad media;48,67
Hombres;15 Navarra, Comunidad Foral de;Turquía;Edad media;34,49
Hombres;15 Navarra, Comunidad Foral de;Vietnam;Edad media;27,91
Hombres;15 Navarra, Comunidad Foral de;Kazajstán;Edad media;11,54
Hombres;15 Navarra, Comunidad Foral de;Otros países de Asia;Edad media;29,15
Hombres;15 Navarra, Comunidad Foral de;Australia;Edad media;43,71
Hombres;15 Navarra, Comunidad Foral de;Apátridas;Edad media;34,11
Hombres;15 Navarra, Comunidad Foral de;Otros países de Oceanía;Edad media;42,89
Hombres;31 Navarra;Total;Edad media;42,39
Hombres;31 Navarra;Albania;Edad media;33,17
Hombres;31 Navarra;Austria;Edad media;51,06
Hombres;31 Navarra;Bélgica;Edad media;43,38
Hombres;31 Navarra;Bulgaria;Edad media;37,44
Hombres;31 Navarra;Dinamarca;Edad media;30,57
Hombres;31 Navarra;España;Edad media;43,49
Hombres;31 Navarra;Finlandia;Edad media;0
Hombres;31 Navarra;Francia;Edad media;45,73
Hombres;31 Navarra;Grecia;Edad media;39,46
Hombres;31 Navarra;Hungría;Edad media;37,28
Hombres;31 Navarra;Irlanda;Edad media;45,79
Hombres;31 Navarra;Italia;Edad media;39,43
Hombres;31 Navarra;Noruega;Edad media;40,38
Hombres;31 Navarra;Países Bajos;Edad media;46,71
Hombres;31 Navarra;Polonia;Edad media;36,77
Hombres;31 Navarra;Portugal;Edad media;40,53
Hombres;31 Navarra;Andorra;Edad media;30,76
Hombres;31 Navarra;Reino Unido;Edad media;43,58
Hombres;31 Navarra;Alemania;Edad media;44,61
Hombres;31 Navarra;Rumanía;Edad media;32,93
Hombres;31 Navarra;Suecia;Edad media;49,47
Hombres;31 Navarra;Suiza;Edad media;39,75
Hombres;31 Navarra;Ucrania;Edad media;35,32
Hombres;31 Navarra;Letonia;Edad media;35,57
Hombres;31 Navarra;Moldavia;Edad media;32,76
Hombres;31 Navarra;Belarús;Edad media;28,55
Hombres;31 Navarra;Georgia;Edad media;30,61
Hombres;31 Navarra;Estonia;Edad media;19,61
Hombres;31 Navarra;Lituania;Edad media;37,23
Hombres;31 Navarra;República Checa;Edad media;32,84
Hombres;31 Navarra;República Eslovaca;Edad media;36,12
Hombres;31 Navarra;Croacia;Edad media;33,06
Hombres;31 Navarra;Armenia;Edad media;45,31
Hombres;31 Navarra;Rusia;Edad media;33,44
Hombres;31 Navarra;Serbia;Edad media;34,01
Hombres;31 Navarra;Otros países de Europa;Edad media;30,88
Hombres;31 Navarra;Angola;Edad media;40,91
Hombres;31 Navarra;Argelia;Edad media;35,26
Hombres;31 Navarra;Cabo Verde;Edad media;46,69
Hombres;31 Navarra;Camerún;Edad media;35,46
Hombres;31 Navarra;Costa de Marfil;Edad media;37,64
Hombres;31 Navarra;Egipto;Edad media;39,84
Hombres;31 Navarra;Etiopía;Edad media;24,84
Hombres;31 Navarra;Gambia;Edad media;27,33
Hombres;31 Navarra;Ghana;Edad media;31,69
Hombres;31 Navarra;Guinea;Edad media;28,2
Hombres;31 Navarra;Guinea-Bissau;Edad media;32,42
Hombres;31 Navarra;Guinea Ecuatorial;Edad media;25,36
Hombres;31 Navarra;Mali;Edad media;33,52
Hombres;31 Navarra;Marruecos;Edad media;29,98
Hombres;31 Navarra;Mauritania;Edad media;36,23
Hombres;31 Navarra;Nigeria;Edad media;30,1
Hombres;31 Navarra;Sudáfrica;Edad media;43,55
Hombres;31 Navarra;Senegal;Edad media;36,04
Hombres;31 Navarra;Túnez;Edad media;42,06
Hombres;31 Navarra;Otros países de África;Edad media;32,95
Hombres;31 Navarra;Canadá;Edad media;47,71
Hombres;31 Navarra;Estados Unidos de América;Edad media;36,33
Hombres;31 Navarra;México;Edad media;34,06
Hombres;31 Navarra;Costa Rica;Edad media;29,83
Hombres;31 Navarra;Cuba;Edad media;38,43
Hombres;31 Navarra;El Salvador;Edad media;27,86
Hombres;31 Navarra;Guatemala;Edad media;26,6
Hombres;31 Navarra;Honduras;Edad media;26,47
Hombres;31 Navarra;Nicaragua;Edad media;27,37
Hombres;31 Navarra;Panamá;Edad media;21,77
Hombres;31 Navarra;República Dominicana;Edad media;32,27
Hombres;31 Navarra;Argentina;Edad media;36,94
Hombres;31 Navarra;Bolivia;Edad media;34,22
Hombres;31 Navarra;Brasil;Edad media;29,15
Hombres;31 Navarra;Colombia;Edad media;32,42
Hombres;31 Navarra;Chile;Edad media;36,47
Hombres;31 Navarra;Ecuador;Edad media;36,09
Hombres;31 Navarra;Paraguay;Edad media;27,16
Hombres;31 Navarra;Perú;Edad media;33,48
Hombres;31 Navarra;Uruguay;Edad media;33,02
Hombres;31 Navarra;Venezuela;Edad media;32,69
Hombres;31 Navarra;Otros países de América;Edad media;43,61
Hombres;31 Navarra;Bangladesh;Edad media;35,45
Hombres;31 Navarra;China;Edad media;31,01
Hombres;31 Navarra;Filipinas;Edad media;33,31
Hombres;31 Navarra;India;Edad media;30,44
Hombres;31 Navarra;Indonesia;Edad media;33,01
Hombres;31 Navarra;Iraq;Edad media;30,81
Hombres;31 Navarra;Irán;Edad media;33,25
Hombres;31 Navarra;Israel;Edad media;35
Hombres;31 Navarra;Japón;Edad media;41,83
Hombres;31 Navarra;Jordania;Edad media;29,62
Hombres;31 Navarra;Líbano;Edad media;21,75
Hombres;31 Navarra;Nepal;Edad media;27,62
Hombres;31 Navarra;Pakistán;Edad media;30,96
Hombres;31 Navarra;Corea;Edad media;28,22
Hombres;31 Navarra;Siria;Edad media;24,14
Hombres;31 Navarra;Tailandia;Edad media;48,67
Hombres;31 Navarra;Turquía;Edad media;34,49
Hombres;31 Navarra;Vietnam;Edad media;27,91
Hombres;31 Navarra;Kazajstán;Edad media;11,54
Hombres;31 Navarra;Otros países de Asia;Edad media;29,15
Hombres;31 Navarra;Australia;Edad media;43,71
Hombres;31 Navarra;Apátridas;Edad media;34,11
Hombres;31 Navarra;Otros países de Oceanía;Edad media;42,89
Hombres;16 País Vasco;Total;Edad media;44,22
Hombres;16 País Vasco;Albania;Edad media;28,33
Hombres;16 País Vasco;Austria;Edad media;43,33
Hombres;16 País Vasco;Bélgica;Edad media;49,54
Hombres;16 País Vasco;Bulgaria;Edad media;38,97
Hombres;16 País Vasco;Dinamarca;Edad media;45,49
Hombres;16 País Vasco;España;Edad media;45,25
Hombres;16 País Vasco;Finlandia;Edad media;37,83
Hombres;16 País Vasco;Francia;Edad media;42,69
Hombres;16 País Vasco;Grecia;Edad media;37,83
Hombres;16 País Vasco;Hungría;Edad media;31,71
Hombres;16 País Vasco;Irlanda;Edad media;45,65
Hombres;16 País Vasco;Italia;Edad media;39,42
Hombres;16 País Vasco;Noruega;Edad media;43,19
Hombres;16 País Vasco;Países Bajos;Edad media;45,4
Hombres;16 País Vasco;Polonia;Edad media;39,01
Hombres;16 País Vasco;Portugal;Edad media;41,99
Hombres;16 País Vasco;Andorra;Edad media;28,34
Hombres;16 País Vasco;Reino Unido;Edad media;46,1
Hombres;16 País Vasco;Alemania;Edad media;47,85
Hombres;16 País Vasco;Rumanía;Edad media;32,19
Hombres;16 País Vasco;Suecia;Edad media;40,5
Hombres;16 País Vasco;Suiza;Edad media;47,62
Hombres;16 País Vasco;Ucrania;Edad media;34,1
Hombres;16 País Vasco;Letonia;Edad media;35,83
Hombres;16 País Vasco;Moldavia;Edad media;30
Hombres;16 País Vasco;Belarús;Edad media;33,34
Hombres;16 País Vasco;Georgia;Edad media;31,08
Hombres;16 País Vasco;Estonia;Edad media;34,81
Hombres;16 País Vasco;Lituania;Edad media;35,32
Hombres;16 País Vasco;República Checa;Edad media;37,37
Hombres;16 País Vasco;República Eslovaca;Edad media;36,52
Hombres;16 País Vasco;Croacia;Edad media;39,41
Hombres;16 País Vasco;Armenia;Edad media;34,25
Hombres;16 País Vasco;Rusia;Edad media;31,83
Hombres;16 País Vasco;Serbia;Edad media;38,61
Hombres;16 País Vasco;Otros países de Europa;Edad media;37,82
Hombres;16 País Vasco;Angola;Edad media;37,47
Hombres;16 País Vasco;Argelia;Edad media;33,47
Hombres;16 País Vasco;Cabo Verde;Edad media;48,21
Hombres;16 País Vasco;Camerún;Edad media;33,25
Hombres;16 País Vasco;Costa de Marfil;Edad media;29,14
Hombres;16 País Vasco;Egipto;Edad media;33,92
Hombres;16 País Vasco;Etiopía;Edad media;28,72
Hombres;16 País Vasco;Gambia;Edad media;29,54
Hombres;16 País Vasco;Ghana;Edad media;32,71
Hombres;16 País Vasco;Guinea;Edad media;29,27
Hombres;16 País Vasco;Guinea-Bissau;Edad media;35,7
Hombres;16 País Vasco;Guinea Ecuatorial;Edad media;25,56
Hombres;16 País Vasco;Mali;Edad media;31,73
Hombres;16 País Vasco;Marruecos;Edad media;30,27
Hombres;16 País Vasco;Mauritania;Edad media;36,4
Hombres;16 País Vasco;Nigeria;Edad media;29,28
Hombres;16 País Vasco;Sudáfrica;Edad media;30,39
Hombres;16 País Vasco;Senegal;Edad media;35,39
Hombres;16 País Vasco;Túnez;Edad media;36,68
Hombres;16 País Vasco;Otros países de África;Edad media;36,3
Hombres;16 País Vasco;Canadá;Edad media;43,16
Hombres;16 País Vasco;Estados Unidos de América;Edad media;39,15
Hombres;16 País Vasco;México;Edad media;32,65
Hombres;16 País Vasco;Costa Rica;Edad media;27,61
Hombres;16 País Vasco;Cuba;Edad media;38,26
Hombres;16 País Vasco;El Salvador;Edad media;27,28
Hombres;16 País Vasco;Guatemala;Edad media;27,82
Hombres;16 País Vasco;Honduras;Edad media;26
Hombres;16 País Vasco;Nicaragua;Edad media;26,79
Hombres;16 País Vasco;Panamá;Edad media;27,69
Hombres;16 País Vasco;República Dominicana;Edad media;32,1
Hombres;16 País Vasco;Argentina;Edad media;35,76
Hombres;16 País Vasco;Bolivia;Edad media;33,54
Hombres;16 País Vasco;Brasil;Edad media;30,62
Hombres;16 País Vasco;Colombia;Edad media;32,15
Hombres;16 País Vasco;Chile;Edad media;34,39
Hombres;16 País Vasco;Ecuador;Edad media;36,39
Hombres;16 País Vasco;Paraguay;Edad media;30,58
Hombres;16 País Vasco;Perú;Edad media;33,91
Hombres;16 País Vasco;Uruguay;Edad media;38,62
Hombres;16 País Vasco;Venezuela;Edad media;31,48
Hombres;16 País Vasco;Otros países de América;Edad media;33,49
Hombres;16 País Vasco;Bangladesh;Edad media;31,6
Hombres;16 País Vasco;China;Edad media;32,65
Hombres;16 País Vasco;Filipinas;Edad media;37,09
Hombres;16 País Vasco;India;Edad media;31,59
Hombres;16 País Vasco;Indonesia;Edad media;36,89
Hombres;16 País Vasco;Iraq;Edad media;32,76
Hombres;16 País Vasco;Irán;Edad media;33,16
Hombres;16 País Vasco;Israel;Edad media;32,66
Hombres;16 País Vasco;Japón;Edad media;42,7
Hombres;16 País Vasco;Jordania;Edad media;36,98
Hombres;16 País Vasco;Líbano;Edad media;38,07
Hombres;16 País Vasco;Nepal;Edad media;29,38
Hombres;16 País Vasco;Pakistán;Edad media;31,35
Hombres;16 País Vasco;Corea;Edad media;31,91
Hombres;16 País Vasco;Siria;Edad media;26,49
Hombres;16 País Vasco;Tailandia;Edad media;16,57
Hombres;16 País Vasco;Turquía;Edad media;36,36
Hombres;16 País Vasco;Vietnam;Edad media;26,87
Hombres;16 País Vasco;Kazajstán;Edad media;34,29
Hombres;16 País Vasco;Otros países de Asia;Edad media;28,67
Hombres;16 País Vasco;Australia;Edad media;38,45
Hombres;16 País Vasco;Apátridas;Edad media;35,08
Hombres;16 País Vasco;Otros países de Oceanía;Edad media;35,56
Hombres;01 Araba/Álava;Total;Edad media;43,53
Hombres;01 Araba/Álava;Albania;Edad media;31,45
Hombres;01 Araba/Álava;Austria;Edad media;34,36
Hombres;01 Araba/Álava;Bélgica;Edad media;47,7
Hombres;01 Araba/Álava;Bulgaria;Edad media;35,22
Hombres;01 Araba/Álava;Dinamarca;Edad media;58,39
Hombres;01 Araba/Álava;España;Edad media;44,74
Hombres;01 Araba/Álava;Finlandia;Edad media;45,84
Hombres;01 Araba/Álava;Francia;Edad media;41,5
Hombres;01 Araba/Álava;Grecia;Edad media;41,87
Hombres;01 Araba/Álava;Hungría;Edad media;23,23
